,raceid3,driverId,grid3,position_3,positionorder3,points3,laps,fastestlap3,fastestlapspeed3,qposition3,lap,position_y,meanlaptime3,fastlaptime3,year,round,circuitId,driverref3,number,code,forename,surname,dob,nationality,pos3,points3,raceid1,grid1,position_1,positionorder1,points1,laps_x,fastestlap1,fastestlapspeed1,qposition1,lap_x,position_y_x,meanlaptime1,fastlaptime1,round_x,circuitId_x,driverref1,number_x,code_x,forename_x,surname_x,dob_x,nationality_x,pos1,points1,raceid2,grid2,position_2,positionorder2,points2,laps_y,fastestlap2,fastestlapspeed2,qposition2,lap_y,position_y_y,meanlaptime2,fastlaptime2,round_y,circuitId_y,driverref2,number_y,code_y,forename_y,surname_y,dob_y,nationality_y,pos2,points2
307,950,20,4,2.0,2,18.0,56,37.0,195.046,4.0,1.0,8.0,106636.91071428572,100610.0,2016,3,17,vettel,5.0,VET,Sebastian,Vettel,03/07/1987,German,4.0,37.0,948.0,3.0,3.0,3.0,15.0,57.0,23.0,212.235,3.0,1.0,1.0,114126.45614035089,89951.0,1.0,1.0,vettel,5.0,VET,Sebastian,Vettel,03/07/1987,German,4.0,37.0,949.0,3.0,,21.0,0.0,0.0,,,3.0,,,,,2.0,3.0,vettel,5.0,VET,Sebastian,Vettel,03/07/1987,German,4.0,37.0
308,950,826,6,3.0,3,15.0,56,38.0,193.248,6.0,1.0,3.0,106782.625,101546.0,2016,3,17,kvyat,26.0,KVY,Daniil,Kvyat,26/04/1994,Russian,15.0,1.0,948.0,18.0,,22.0,0.0,0.0,,,18.0,,,,,1.0,1.0,kvyat,26.0,KVY,Daniil,Kvyat,26/04/1994,Russian,15.0,1.0,949.0,15.0,7.0,7.0,6.0,56.0,36.0,203.633,15.0,1.0,15.0,100282.67857142855,95678.0,2.0,3.0,kvyat,26.0,KVY,Daniil,Kvyat,26/04/1994,Russian,15.0,1.0
309,950,817,2,4.0,4,12.0,56,55.0,194.264,2.0,1.0,1.0,106903.19642857145,101015.0,2016,3,17,ricciardo,3.0,RIC,Daniel,Ricciardo,01/07/1989,Australian,11.0,6.0,948.0,8.0,4.0,4.0,12.0,57.0,49.0,214.51,8.0,1.0,9.0,114384.12280701756,88997.0,1.0,1.0,ricciardo,3.0,RIC,Daniel,Ricciardo,01/07/1989,Australian,11.0,6.0,949.0,5.0,4.0,4.0,12.0,57.0,44.0,202.814,5.0,1.0,4.0,99599.82456140351,96064.0,2.0,3.0,ricciardo,3.0,RIC,Daniel,Ricciardo,01/07/1989,Australian,11.0,6.0
310,950,8,3,5.0,5,10.0,56,40.0,195.079,3.0,1.0,20.0,107138.625,100593.0,2016,3,17,raikkonen,7.0,RAI,Kimi,Rج_ikkج¦nen,17/10/1979,Finnish,7.0,12.0,948.0,4.0,,18.0,0.0,21.0,21.0,210.48,4.0,1.0,2.0,152368.7619047619,90701.0,1.0,1.0,raikkonen,7.0,RAI,Kimi,Rج_ikkج¦nen,17/10/1979,Finnish,7.0,12.0,949.0,4.0,2.0,2.0,18.0,57.0,39.0,204.745,4.0,1.0,5.0,98683.82456140351,95158.0,2.0,3.0,raikkonen,7.0,RAI,Kimi,Rج_ikkج¦nen,17/10/1979,Finnish,7.0,12.0
311,950,13,10,6.0,6,8.0,56,34.0,192.737,11.0,1.0,7.0,107310.75,101815.0,2016,3,17,massa,19.0,MAS,Felipe,Massa,25/04/1981,Brazilian,,,948.0,6.0,5.0,5.0,10.0,57.0,39.0,206.861,6.0,1.0,5.0,114992.0,92288.0,1.0,1.0,massa,19.0,MAS,Felipe,Massa,25/04/1981,Brazilian,,,949.0,7.0,8.0,8.0,4.0,56.0,31.0,199.704,7.0,1.0,2.0,100326.51785714287,97560.0,2.0,3.0,massa,19.0,MAS,Felipe,Massa,25/04/1981,Brazilian,,
312,950,1,22,7.0,7,6.0,56,32.0,194.945,22.0,1.0,21.0,107359.30357142855,100662.0,2016,3,17,hamilton,44.0,HAM,Lewis,Hamilton,07/01/1985,British,1.0,68.0,948.0,1.0,2.0,2.0,18.0,57.0,48.0,210.608,1.0,1.0,6.0,114098.68421052633,90646.0,1.0,1.0,hamilton,44.0,HAM,Lewis,Hamilton,07/01/1985,British,1.0,68.0,949.0,1.0,3.0,3.0,15.0,57.0,43.0,205.785,1.0,1.0,7.0,99032.35087719296,94677.0,2.0,3.0,hamilton,44.0,HAM,Lewis,Hamilton,07/01/1985,British,1.0,68.0
313,950,830,9,8.0,8,4.0,56,41.0,195.456,9.0,1.0,12.0,107377.83928571428,100399.0,2016,3,17,max_verstappen,33.0,VER,Max,Verstappen,30/09/1997,Dutch,3.0,39.0,948.0,5.0,10.0,10.0,1.0,57.0,44.0,208.606,5.0,1.0,4.0,115305.22807017545,91516.0,1.0,1.0,max_verstappen,33.0,VER,Max,Verstappen,30/09/1997,Dutch,3.0,39.0,949.0,10.0,6.0,6.0,8.0,57.0,49.0,204.004,10.0,1.0,9.0,99923.24561403508,95504.0,2.0,3.0,max_verstappen,33.0,VER,Max,Verstappen,30/09/1997,Dutch,3.0,39.0
314,950,832,8,9.0,9,2.0,56,35.0,193.364,8.0,1.0,6.0,107464.60714285713,101485.0,2016,3,17,sainz,55.0,SAI,Carlos,Sainz,01/09/1994,Spanish,18.0,0.0,948.0,7.0,9.0,9.0,2.0,57.0,23.0,208.253,7.0,1.0,7.0,115285.0,91671.0,1.0,1.0,sainz,55.0,SAI,Carlos,Sainz,01/09/1994,Spanish,18.0,0.0,949.0,11.0,,18.0,0.0,29.0,22.0,197.983,11.0,1.0,11.0,104221.06896551725,98408.0,2.0,3.0,sainz,55.0,SAI,Carlos,Sainz,01/09/1994,Spanish,18.0,0.0
315,950,822,5,10.0,10,1.0,56,23.0,193.225,5.0,1.0,10.0,107501.48214285713,101558.0,2016,3,17,bottas,77.0,BOT,Valtteri,Bottas,28/08/1989,Finnish,2.0,62.0,948.0,16.0,8.0,8.0,4.0,57.0,51.0,205.886,11.0,1.0,17.0,115275.75438596492,92725.0,1.0,1.0,bottas,77.0,BOT,Valtteri,Bottas,28/08/1989,Finnish,2.0,62.0,949.0,6.0,9.0,9.0,2.0,56.0,37.0,200.698,6.0,1.0,3.0,100450.64285714287,97077.0,2.0,3.0,bottas,77.0,BOT,Valtteri,Bottas,28/08/1989,Finnish,2.0,62.0
316,950,815,7,11.0,11,0.0,56,30.0,192.679,7.0,1.0,4.0,107645.96428571428,101846.0,2016,3,17,perez,11.0,PER,Sergio,Pج©rez,26/01/1990,Mexican,12.0,5.0,948.0,9.0,13.0,13.0,0.0,57.0,39.0,205.764,9.0,1.0,11.0,115566.0350877193,92780.0,1.0,1.0,perez,11.0,PER,Sergio,Pج©rez,26/01/1990,Mexican,12.0,5.0,949.0,18.0,16.0,16.0,0.0,56.0,39.0,202.808,18.0,1.0,12.0,101165.57142857145,96067.0,2.0,3.0,perez,11.0,PER,Sergio,Pج©rez,26/01/1990,Mexican,12.0,5.0
317,950,4,11,12.0,12,0.0,56,36.0,191.962,12.0,1.0,13.0,107699.0,102226.0,2016,3,17,alonso,14.0,ALO,Fernando,Alonso,29/07/1981,Spanish,,,948.0,11.0,,21.0,0.0,16.0,14.0,206.268,12.0,1.0,10.0,96207.75,92553.0,1.0,1.0,alonso,14.0,ALO,Fernando,Alonso,29/07/1981,Spanish,,,,,,,,,,,,,,,,,,,,,,,,,,
318,950,18,12,13.0,13,0.0,56,46.0,195.652,13.0,1.0,9.0,107783.58928571428,100298.0,2016,3,17,button,22.0,BUT,Jenson,Button,19/01/1980,British,,,948.0,12.0,14.0,14.0,0.0,56.0,33.0,208.223,13.0,1.0,12.0,116021.75,91684.0,1.0,1.0,button,22.0,BUT,Jenson,Button,19/01/1980,British,,,949.0,14.0,,20.0,0.0,6.0,3.0,195.954,14.0,1.0,10.0,100905.83333333331,99427.0,2.0,3.0,button,22.0,BUT,Jenson,Button,19/01/1980,British,,
319,950,821,18,14.0,14,0.0,55,45.0,195.516,18.0,1.0,17.0,107973.4,100368.0,2016,3,17,gutierrez,21.0,GUT,Esteban,Gutiج©rrez,05/08/1991,Mexican,,,948.0,20.0,,20.0,0.0,16.0,4.0,205.281,20.0,1.0,20.0,96172.0,92998.0,1.0,1.0,gutierrez,21.0,GUT,Esteban,Gutiج©rrez,05/08/1991,Mexican,,,949.0,13.0,,19.0,0.0,9.0,2.0,196.124,13.0,1.0,8.0,105927.22222222225,99341.0,2.0,3.0,gutierrez,21.0,GUT,Esteban,Gutiج©rrez,05/08/1991,Mexican,,
320,950,807,13,15.0,15,0.0,55,48.0,196.581,10.0,1.0,5.0,107997.65454545453,99824.0,2016,3,17,hulkenberg,27.0,HUL,Nico,Hج_lkenberg,19/08/1987,German,10.0,6.0,948.0,10.0,7.0,7.0,6.0,57.0,49.0,205.646,10.0,1.0,8.0,115259.01754385965,92833.0,1.0,1.0,hulkenberg,27.0,HUL,Nico,Hج_lkenberg,19/08/1987,German,10.0,6.0,949.0,8.0,15.0,15.0,0.0,56.0,53.0,204.681,8.0,1.0,16.0,101132.92857142855,95188.0,2.0,3.0,hulkenberg,27.0,HUL,Nico,Hج_lkenberg,19/08/1987,German,10.0,6.0
321,950,828,15,16.0,16,0.0,55,41.0,190.024,15.0,1.0,11.0,108189.41818181818,103269.0,2016,3,17,ericsson,9.0,ERI,Marcus,Ericsson,02/09/1990,Swedish,,,948.0,15.0,,17.0,0.0,38.0,15.0,203.327,16.0,1.0,15.0,127522.02631578947,93892.0,1.0,1.0,ericsson,9.0,ERI,Marcus,Ericsson,02/09/1990,Swedish,,,949.0,17.0,12.0,12.0,0.0,56.0,32.0,198.802,17.0,1.0,17.0,100960.30357142855,98003.0,2.0,3.0,ericsson,9.0,ERI,Marcus,Ericsson,02/09/1990,Swedish,,
322,950,825,17,17.0,17,0.0,55,22.0,191.803,17.0,1.0,14.0,108366.85454545454,102311.0,2016,3,17,kevin_magnussen,20.0,MAG,Kevin,Magnussen,05/10/1992,Danish,9.0,8.0,948.0,14.0,12.0,12.0,0.0,57.0,45.0,206.494,15.0,1.0,21.0,115459.1403508772,92452.0,1.0,1.0,kevin_magnussen,20.0,MAG,Kevin,Magnussen,05/10/1992,Danish,9.0,8.0,949.0,22.0,11.0,11.0,0.0,56.0,40.0,201.418,19.0,1.0,20.0,100821.14285714287,96730.0,2.0,3.0,kevin_magnussen,20.0,MAG,Kevin,Magnussen,05/10/1992,Danish,9.0,8.0
323,950,836,21,18.0,18,0.0,55,48.0,193.356,21.0,1.0,15.0,108454.09090909091,101489.0,2016,3,17,wehrlein,94.0,WEH,Pascal,Wehrlein,18/10/1994,German,,,948.0,21.0,16.0,16.0,0.0,56.0,34.0,206.001,22.0,1.0,14.0,117592.03571428572,92673.0,1.0,1.0,wehrlein,94.0,WEH,Pascal,Wehrlein,18/10/1994,German,,,949.0,16.0,13.0,13.0,0.0,56.0,43.0,204.123,16.0,1.0,14.0,101005.67857142855,95448.0,2.0,3.0,wehrlein,94.0,WEH,Pascal,Wehrlein,18/10/1994,German,,
324,950,154,14,19.0,19,0.0,55,47.0,196.387,14.0,1.0,19.0,108483.74545454542,99923.0,2016,3,17,grosjean,8.0,GRO,Romain,Grosjean,17/04/1986,French,17.0,0.0,948.0,19.0,6.0,6.0,8.0,57.0,48.0,205.582,19.0,1.0,18.0,115221.8596491228,92862.0,1.0,1.0,grosjean,8.0,GRO,Romain,Grosjean,17/04/1986,French,17.0,0.0,949.0,9.0,5.0,5.0,10.0,57.0,42.0,202.749,9.0,1.0,6.0,99877.1052631579,96095.0,2.0,3.0,grosjean,8.0,GRO,Romain,Grosjean,17/04/1986,French,17.0,0.0
325,950,831,16,20.0,20,0.0,55,42.0,195.1,16.0,1.0,22.0,108902.94545454544,100582.0,2016,3,17,nasr,12.0,NAS,Felipe,Nasr,21/08/1992,Brazilian,,,948.0,17.0,15.0,15.0,0.0,56.0,48.0,205.917,17.0,1.0,16.0,116172.89285714286,92711.0,1.0,1.0,nasr,12.0,NAS,Felipe,Nasr,21/08/1992,Brazilian,,,949.0,21.0,14.0,14.0,0.0,56.0,49.0,204.312,22.0,1.0,19.0,101113.66071428572,95360.0,2.0,3.0,nasr,12.0,NAS,Felipe,Nasr,21/08/1992,Brazilian,,
326,950,837,20,21.0,21,0.0,55,42.0,192.371,20.0,1.0,18.0,109003.6909090909,102009.0,2016,3,17,haryanto,88.0,HAR,Rio,Haryanto,22/01/1993,Indonesian,,,948.0,22.0,,19.0,0.0,17.0,15.0,203.424,21.0,1.0,19.0,99412.23529411764,93847.0,1.0,1.0,haryanto,88.0,HAR,Rio,Haryanto,22/01/1993,Indonesian,,,949.0,20.0,17.0,17.0,0.0,56.0,47.0,201.512,21.0,1.0,18.0,101504.01785714287,96685.0,2.0,3.0,haryanto,88.0,HAR,Rio,Haryanto,22/01/1993,Indonesian,,
327,950,835,19,22.0,22,0.0,55,26.0,191.951,19.0,1.0,16.0,109043.07272727274,102232.0,2016,3,17,jolyon_palmer,30.0,PAL,Jolyon,Palmer,20/01/1991,British,,,948.0,13.0,11.0,11.0,0.0,57.0,14.0,205.376,14.0,1.0,13.0,115420.42105263154,92955.0,1.0,1.0,jolyon_palmer,30.0,PAL,Jolyon,Palmer,20/01/1991,British,,,949.0,19.0,,22.0,0.0,0.0,,,20.0,,,,,2.0,3.0,jolyon_palmer,30.0,PAL,Jolyon,Palmer,20/01/1991,British,,
328,971,20,3,1.0,1,25.0,57,36.0,207.652,3.0,1.0,2.0,98831.12280701754,93826.0,2017,3,3,vettel,5.0,VET,Sebastian,Vettel,03/07/1987,German,2.0,317.0,969.0,2.0,1.0,1.0,25.0,57.0,53.0,220.351,2.0,1.0,2.0,88625.82456140351,86638.0,1.0,1.0,vettel,5.0,VET,Sebastian,Vettel,03/07/1987,German,2.0,317.0,970.0,2.0,2.0,2.0,18.0,56.0,40.0,205.648,2.0,1.0,2.0,104685.85714285713,95423.0,2.0,17.0,vettel,5.0,VET,Sebastian,Vettel,03/07/1987,German,2.0,317.0
329,971,1,2,2.0,2,18.0,57,46.0,209.952,2.0,1.0,3.0,98947.9649122807,92798.0,2017,3,3,hamilton,44.0,HAM,Lewis,Hamilton,07/01/1985,British,1.0,363.0,969.0,1.0,2.0,2.0,18.0,57.0,44.0,219.351,1.0,1.0,1.0,88800.82456140351,87033.0,1.0,1.0,hamilton,44.0,HAM,Lewis,Hamilton,07/01/1985,British,1.0,363.0,970.0,1.0,1.0,1.0,25.0,56.0,44.0,205.745,1.0,1.0,1.0,104574.25,95378.0,2.0,17.0,hamilton,44.0,HAM,Lewis,Hamilton,07/01/1985,British,1.0,363.0
330,971,822,1,3.0,3,15.0,57,33.0,207.076,1.0,1.0,1.0,99188.9649122807,94087.0,2017,3,3,bottas,77.0,BOT,Valtteri,Bottas,28/08/1989,Finnish,3.0,305.0,969.0,3.0,3.0,3.0,15.0,57.0,56.0,220.465,3.0,1.0,3.0,88823.19298245614,86593.0,1.0,1.0,bottas,77.0,BOT,Valtteri,Bottas,28/08/1989,Finnish,3.0,305.0,970.0,3.0,6.0,6.0,8.0,56.0,41.0,204.734,3.0,1.0,3.0,105445.82142857145,95849.0,2.0,17.0,bottas,77.0,BOT,Valtteri,Bottas,28/08/1989,Finnish,3.0,305.0
331,971,8,5,4.0,4,12.0,57,55.0,207.887,5.0,1.0,7.0,99225.42105263156,93720.0,2017,3,3,raikkonen,7.0,RAI,Kimi,Rج_ikkج¦nen,17/10/1979,Finnish,4.0,205.0,969.0,4.0,4.0,4.0,12.0,57.0,56.0,220.605,4.0,1.0,4.0,89018.68421052633,86538.0,1.0,1.0,raikkonen,7.0,RAI,Kimi,Rج_ikkج¦nen,17/10/1979,Finnish,4.0,205.0,970.0,4.0,5.0,5.0,10.0,56.0,42.0,204.406,4.0,1.0,5.0,105432.75,96003.0,2.0,17.0,raikkonen,7.0,RAI,Kimi,Rج_ikkج¦nen,17/10/1979,Finnish,4.0,205.0
332,971,817,4,5.0,5,10.0,57,42.0,208.387,4.0,1.0,5.0,99521.40350877194,93495.0,2017,3,3,ricciardo,3.0,RIC,Daniel,Ricciardo,01/07/1989,Australian,5.0,200.0,969.0,0.0,,17.0,0.0,25.0,21.0,213.431,10.0,1.0,20.0,98880.04,89447.0,1.0,1.0,ricciardo,3.0,RIC,Daniel,Ricciardo,01/07/1989,Australian,5.0,200.0,970.0,5.0,4.0,4.0,12.0,56.0,36.0,202.741,5.0,1.0,4.0,105396.30357142855,96791.0,2.0,17.0,ricciardo,3.0,RIC,Daniel,Ricciardo,01/07/1989,Australian,5.0,200.0
333,971,13,8,6.0,6,8.0,57,39.0,206.705,8.0,1.0,6.0,99784.2105263158,94256.0,2017,3,3,massa,19.0,MAS,Felipe,Massa,25/04/1981,Brazilian,11.0,43.0,969.0,7.0,6.0,6.0,8.0,57.0,49.0,216.83,7.0,1.0,6.0,90088.73684210527,88045.0,1.0,1.0,massa,19.0,MAS,Felipe,Massa,25/04/1981,Brazilian,11.0,43.0,970.0,6.0,14.0,14.0,0.0,55.0,50.0,203.33,6.0,1.0,9.0,107716.10909090909,96511.0,2.0,17.0,massa,19.0,MAS,Felipe,Massa,25/04/1981,Brazilian,11.0,43.0
334,971,815,18,7.0,7,6.0,57,39.0,205.933,18.0,1.0,13.0,99929.47368421053,94609.0,2017,3,3,perez,11.0,PER,Sergio,Pج©rez,26/01/1990,Mexican,7.0,100.0,969.0,10.0,7.0,7.0,6.0,56.0,56.0,216.115,11.0,1.0,9.0,90492.48214285713,88336.0,1.0,1.0,perez,11.0,PER,Sergio,Pج©rez,26/01/1990,Mexican,7.0,100.0,970.0,8.0,9.0,9.0,2.0,55.0,55.0,203.288,8.0,1.0,10.0,106910.72727272726,96531.0,2.0,17.0,perez,11.0,PER,Sergio,Pج©rez,26/01/1990,Mexican,7.0,100.0
335,971,154,9,8.0,8,4.0,57,33.0,205.198,9.0,1.0,9.0,100144.54385964911,94948.0,2017,3,3,grosjean,8.0,GRO,Romain,Grosjean,17/04/1986,French,13.0,28.0,969.0,6.0,,20.0,0.0,13.0,12.0,211.689,6.0,1.0,7.0,91334.07692307694,90183.0,1.0,1.0,grosjean,8.0,GRO,Romain,Grosjean,17/04/1986,French,13.0,28.0,970.0,19.0,11.0,11.0,0.0,55.0,50.0,201.162,17.0,1.0,15.0,107259.94545454544,97551.0,2.0,17.0,grosjean,8.0,GRO,Romain,Grosjean,17/04/1986,French,13.0,28.0
336,971,807,7,9.0,9,2.0,57,40.0,204.286,7.0,1.0,8.0,100237.9298245614,95372.0,2017,3,3,hulkenberg,27.0,HUL,Nico,Hج_lkenberg,19/08/1987,German,10.0,43.0,969.0,11.0,11.0,11.0,0.0,56.0,55.0,215.749,12.0,1.0,12.0,91448.66071428572,88486.0,1.0,1.0,hulkenberg,27.0,HUL,Nico,Hج_lkenberg,19/08/1987,German,10.0,43.0,970.0,7.0,12.0,12.0,0.0,55.0,36.0,200.21,7.0,1.0,11.0,107566.36363636363,98015.0,2.0,17.0,hulkenberg,27.0,HUL,Nico,Hج_lkenberg,19/08/1987,German,10.0,43.0
337,971,839,14,10.0,10,1.0,57,39.0,204.7,14.0,1.0,10.0,100510.26315789473,95179.0,2017,3,3,ocon,31.0,OCO,Esteban,Ocon,17/09/1996,French,8.0,87.0,969.0,13.0,10.0,10.0,1.0,56.0,55.0,215.776,14.0,1.0,13.0,91430.625,88475.0,1.0,1.0,ocon,31.0,OCO,Esteban,Ocon,17/09/1996,French,8.0,87.0,970.0,17.0,10.0,10.0,1.0,55.0,55.0,202.23,20.0,1.0,14.0,107030.32727272727,97036.0,2.0,17.0,ocon,31.0,OCO,Esteban,Ocon,17/09/1996,French,8.0,87.0
338,971,836,13,11.0,11,0.0,56,43.0,201.301,13.0,1.0,17.0,100800.03571428572,96786.0,2017,3,3,wehrlein,94.0,WEH,Pascal,Wehrlein,18/10/1994,German,18.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,971,826,11,12.0,12,0.0,56,45.0,205.118,11.0,1.0,18.0,100810.41071428572,94985.0,2017,3,3,kvyat,26.0,KVY,Daniil,Kvyat,26/04/1994,Russian,19.0,5.0,969.0,9.0,9.0,9.0,2.0,56.0,51.0,220.165,9.0,1.0,10.0,90758.67857142855,86711.0,1.0,1.0,kvyat,26.0,KVY,Daniil,Kvyat,26/04/1994,Russian,19.0,5.0,970.0,9.0,,17.0,0.0,18.0,18.0,196.059,9.0,1.0,6.0,122014.44444444445,100090.0,2.0,17.0,kvyat,26.0,KVY,Daniil,Kvyat,26/04/1994,Russian,19.0,5.0
340,971,835,10,13.0,13,0.0,56,43.0,203.901,10.0,1.0,12.0,100939.92857142855,95552.0,2017,3,3,jolyon_palmer,30.0,PAL,Jolyon,Palmer,20/01/1991,British,17.0,8.0,969.0,19.0,,19.0,0.0,15.0,6.0,207.069,20.0,1.0,15.0,96512.2,92195.0,1.0,1.0,jolyon_palmer,30.0,PAL,Jolyon,Palmer,20/01/1991,British,17.0,8.0,970.0,20.0,13.0,13.0,0.0,55.0,47.0,199.871,18.0,1.0,19.0,107603.61818181818,98181.0,2.0,17.0,jolyon_palmer,30.0,PAL,Jolyon,Palmer,20/01/1991,British,17.0,8.0
341,971,4,15,14.0,14,0.0,54,47.0,203.809,15.0,1.0,15.0,101404.44444444444,95595.0,2017,3,3,alonso,14.0,ALO,Fernando,Alonso,29/07/1981,Spanish,15.0,17.0,969.0,12.0,,14.0,0.0,50.0,48.0,211.938,13.0,1.0,11.0,91728.38,90077.0,1.0,1.0,alonso,14.0,ALO,Fernando,Alonso,29/07/1981,Spanish,15.0,17.0,970.0,13.0,,16.0,0.0,33.0,31.0,197.23,13.0,1.0,8.0,111278.27272727274,99496.0,2.0,17.0,alonso,14.0,ALO,Fernando,Alonso,29/07/1981,Spanish,15.0,17.0
342,971,828,19,,15,0.0,50,35.0,204.9,19.0,1.0,19.0,101414.46,95086.0,2017,3,3,ericsson,9.0,ERI,Marcus,Ericsson,02/09/1990,Swedish,20.0,0.0,969.0,14.0,,18.0,0.0,21.0,18.0,207.391,15.0,1.0,18.0,94355.71428571428,92052.0,1.0,1.0,ericsson,9.0,ERI,Marcus,Ericsson,02/09/1990,Swedish,20.0,0.0,970.0,14.0,15.0,15.0,0.0,55.0,50.0,196.763,14.0,1.0,13.0,108233.74545454542,99732.0,2.0,17.0,ericsson,9.0,ERI,Marcus,Ericsson,02/09/1990,Swedish,20.0,0.0
343,971,832,16,,16,0.0,12,8.0,198.755,16.0,1.0,11.0,99045.0,98026.0,2017,3,3,sainz,55.0,SAI,Carlos,Sainz,01/09/1994,Spanish,9.0,54.0,969.0,8.0,8.0,8.0,4.0,56.0,53.0,217.74,8.0,1.0,8.0,90515.58928571428,87677.0,1.0,1.0,sainz,55.0,SAI,Carlos,Sainz,01/09/1994,Spanish,9.0,54.0,970.0,11.0,7.0,7.0,6.0,56.0,30.0,201.478,11.0,1.0,18.0,105875.91071428572,97398.0,2.0,17.0,sainz,55.0,SAI,Carlos,Sainz,01/09/1994,Spanish,9.0,54.0
344,971,840,12,,17,0.0,12,10.0,202.311,12.0,1.0,14.0,100738.91666666669,96303.0,2017,3,3,stroll,18.0,STR,Lance,Stroll,29/10/1998,Canadian,12.0,40.0,969.0,20.0,,16.0,0.0,40.0,38.0,213.569,19.0,1.0,14.0,92860.525,89389.0,1.0,1.0,stroll,18.0,STR,Lance,Stroll,29/10/1998,Canadian,12.0,40.0,970.0,10.0,,20.0,0.0,0.0,,,10.0,,,,,2.0,17.0,stroll,18.0,STR,Lance,Stroll,29/10/1998,Canadian,12.0,40.0
345,971,830,6,,18,0.0,11,4.0,201.52,6.0,1.0,4.0,97499.09090909091,96681.0,2017,3,3,max_verstappen,33.0,VER,Max,Verstappen,30/09/1997,Dutch,6.0,168.0,969.0,5.0,5.0,5.0,10.0,57.0,43.0,219.525,5.0,1.0,5.0,89131.56140350876,86964.0,1.0,1.0,max_verstappen,33.0,VER,Max,Verstappen,30/09/1997,Dutch,6.0,168.0,970.0,16.0,3.0,3.0,15.0,56.0,31.0,202.886,19.0,1.0,7.0,105381.25,96722.0,2.0,17.0,max_verstappen,33.0,VER,Max,Verstappen,30/09/1997,Dutch,6.0,168.0
346,971,825,20,,19,0.0,8,6.0,197.362,20.0,1.0,16.0,100029.625,98718.0,2017,3,3,kevin_magnussen,20.0,MAG,Kevin,Magnussen,05/10/1992,Danish,14.0,19.0,969.0,17.0,,15.0,0.0,46.0,46.0,218.011,17.0,1.0,19.0,93984.71739130435,87568.0,1.0,1.0,kevin_magnussen,20.0,MAG,Kevin,Magnussen,05/10/1992,Danish,14.0,19.0,970.0,12.0,8.0,8.0,4.0,55.0,35.0,201.209,12.0,1.0,12.0,106651.70909090908,97528.0,2.0,17.0,kevin_magnussen,20.0,MAG,Kevin,Magnussen,05/10/1992,Danish,14.0,19.0
347,971,838,17,,20,0.0,0,,,17.0,,,,,2017,3,3,vandoorne,2.0,VAN,Stoffel,Vandoorne,26/03/1992,Belgian,16.0,13.0,969.0,18.0,13.0,13.0,0.0,55.0,53.0,213.448,18.0,1.0,16.0,92705.58181818182,89440.0,1.0,1.0,vandoorne,2.0,VAN,Stoffel,Vandoorne,26/03/1992,Belgian,16.0,13.0,970.0,15.0,,18.0,0.0,17.0,15.0,193.412,16.0,1.0,16.0,126416.47058823527,101460.0,2.0,17.0,vandoorne,2.0,VAN,Stoffel,Vandoorne,26/03/1992,Belgian,16.0,13.0
